# Czas Kana³_1 Kana³_2 Kana³_3 Kana³_4 Kana³_5 Kana³_6 Kana³_7 Kana³_8 Kana³_9 Kana³_10 Kana³_11 Kana³_12
0.471094 106.000000 335.000000 228.000000 -227.000000 -59.000000 291.000000 493.000000 838.000000 239.000000 415.000000 187.000000 -59.000000
0.472094 106.000000 325.000000 219.000000 -219.000000 -60.000000 284.000000 492.000000 837.000000 239.000000 405.000000 178.000000 -63.000000
0.473095 86.000000 306.000000 219.000000 -214.000000 -55.000000 274.000000 487.000000 832.000000 240.000000 404.000000 179.000000 -63.000000
0.474095 96.000000 320.000000 224.000000 -195.000000 -65.000000 264.000000 492.000000 842.000000 244.000000 404.000000 174.000000 -62.000000
0.475095 106.000000 325.000000 219.000000 -207.000000 -62.000000 274.000000 492.000000 832.000000 235.000000 414.000000 189.000000 -52.000000
0.476095 96.000000 335.000000 238.000000 -214.000000 -55.000000 274.000000 492.000000 836.000000 235.000000 399.000000 174.000000 -67.000000
0.477095 96.000000 325.000000 228.000000 -214.000000 -70.000000 288.000000 492.000000 831.000000 230.000000 399.000000 174.000000 -62.000000
0.478096 116.000000 335.000000 219.000000 -209.000000 -65.000000 279.000000 487.000000 825.000000 230.000000 394.000000 174.000000 -67.000000
0.479096 101.000000 335.000000 233.000000 -224.000000 -50.000000 279.000000 492.000000 835.000000 240.000000 394.000000 164.000000 -86.000000
0.480096 86.000000 335.000000 248.000000 -217.000000 -65.000000 286.000000 482.000000 830.000000 240.000000 403.000000 184.000000 -56.000000
0.481096 106.000000 340.000000 233.000000 -209.000000 -79.000000 293.000000 482.000000 825.000000 235.000000 403.000000 174.000000 -66.000000
0.482096 86.000000 315.000000 228.000000 -222.000000 -62.000000 288.000000 482.000000 815.000000 225.000000 403.000000 174.000000 -71.000000
0.483097 77.000000 296.000000 219.000000 -200.000000 -70.000000 274.000000 477.000000 825.000000 235.000000 397.000000 174.000000 -66.000000
0.484097 91.000000 297.000000 204.000000 -185.000000 -70.000000 259.000000 497.000000 839.000000 235.000000 397.000000 164.000000 -75.000000
0.485097 96.000000 302.000000 204.000000 -192.000000 -55.000000 252.000000 492.000000 829.000000 225.000000 397.000000 169.000000 -75.000000
0.486097 111.000000 326.000000 214.000000 -197.000000 -53.000000 254.000000 497.000000 829.000000 230.000000 388.000000 154.000000 -85.000000
0.487097 106.000000 326.000000 219.000000 -217.000000 -50.000000 271.000000 497.000000 833.000000 235.000000 388.000000 155.000000 -88.000000
0.488098 91.000000 321.000000 228.000000 -214.000000 -55.000000 274.000000 486.000000 833.000000 244.000000 402.000000 165.000000 -83.000000
0.489098 96.000000 321.000000 224.000000 -205.000000 -67.000000 276.000000 486.000000 837.000000 244.000000 407.000000 175.000000 -69.000000
0.490098 77.000000 302.000000 224.000000 -207.000000 -62.000000 274.000000 496.000000 832.000000 235.000000 407.000000 175.000000 -69.000000
0.491098 81.000000 298.000000 214.000000 -187.000000 -72.000000 264.000000 486.000000 822.000000 215.000000 392.000000 165.000000 -73.000000
0.492098 91.000000 298.000000 204.000000 -187.000000 -65.000000 257.000000 496.000000 827.000000 220.000000 378.000000 146.000000 -83.000000
0.493099 101.000000 317.000000 214.000000 -192.000000 -55.000000 253.000000 496.000000 832.000000 230.000000 377.000000 151.000000 -88.000000
0.494099 111.000000 332.000000 219.000000 -207.000000 -55.000000 267.000000 490.000000 827.000000 225.000000 387.000000 161.000000 -77.000000
0.495099 106.000000 342.000000 234.000000 -219.000000 -53.000000 277.000000 500.000000 836.000000 235.000000 382.000000 156.000000 -82.000000
0.496099 106.000000 352.000000 244.000000 -222.000000 -62.000000 289.000000 500.000000 836.000000 235.000000 391.000000 166.000000 -72.000000
0.497099 96.000000 352.000000 254.000000 -227.000000 -67.000000 299.000000 500.000000 831.000000 230.000000 391.000000 166.000000 -72.000000
0.498100 77.000000 342.000000 264.000000 -222.000000 -77.000000 304.000000 504.000000 835.000000 235.000000 382.000000 161.000000 -72.000000
0.499100 72.000000 342.000000 268.000000 -207.000000 -92.000000 304.000000 514.000000 840.000000 244.000000 390.000000 166.000000 -68.000000
0.500100 86.000000 347.000000 259.000000 -205.000000 -97.000000 306.000000 514.000000 834.000000 235.000000 395.000000 171.000000 -68.000000
0.501100 81.000000 347.000000 264.000000 -214.000000 -84.000000 305.000000 519.000000 834.000000 230.000000 386.000000 156.000000 -80.000000
0.502100 101.000000 357.000000 254.000000 -212.000000 -89.000000 307.000000 519.000000 834.000000 225.000000 375.000000 147.000000 -90.000000
0.503101 116.000000 361.000000 245.000000 -227.000000 -75.000000 307.000000 524.000000 834.000000 230.000000 375.000000 147.000000 -90.000000
0.504101 111.000000 376.000000 265.000000 -236.000000 -62.000000 305.000000 518.000000 844.000000 240.000000 380.000000 156.000000 -80.000000
0.505101 111.000000 376.000000 265.000000 -241.000000 -75.000000 322.000000 513.000000 839.000000 240.000000 389.000000 166.000000 -75.000000
0.506101 106.000000 376.000000 269.000000 -241.000000 -75.000000 322.000000 503.000000 833.000000 240.000000 389.000000 166.000000 -75.000000
0.507101 91.000000 381.000000 289.000000 -240.000000 -79.000000 325.000000 503.000000 838.000000 240.000000 394.000000 166.000000 -75.000000
0.508102 96.000000 386.000000 289.000000 -235.000000 -97.000000 337.000000 503.000000 838.000000 235.000000 394.000000 171.000000 -69.000000
0.509102 96.000000 386.000000 289.000000 -240.000000 -94.000000 339.000000 513.000000 842.000000 235.000000 394.000000 171.000000 -69.000000
0.510102 111.000000 400.000000 289.000000 -240.000000 -94.000000 339.000000 503.000000 837.000000 230.000000 399.000000 181.000000 -65.000000
0.511102 135.000000 410.000000 274.000000 -254.000000 -87.000000 347.000000 489.000000 831.000000 230.000000 389.000000 171.000000 -65.000000
0.512102 125.000000 416.000000 289.000000 -271.000000 -67.000000 344.000000 479.000000 831.000000 240.000000 388.000000 171.000000 -69.000000
0.513103 111.000000 406.000000 294.000000 -269.000000 -79.000000 354.000000 469.000000 826.000000 235.000000 398.000000 181.000000 -60.000000
0.514103 116.000000 382.000000 265.000000 -257.000000 -89.000000 351.000000 469.000000 826.000000 235.000000 393.000000 171.000000 -65.000000
0.515103 106.000000 372.000000 265.000000 -247.000000 -72.000000 326.000000 469.000000 831.000000 240.000000 398.000000 177.000000 -53.000000
0.516103 116.000000 387.000000 269.000000 -237.000000 -77.000000 321.000000 469.000000 831.000000 235.000000 408.000000 187.000000 -48.000000
0.517103 125.000000 397.000000 269.000000 -249.000000 -75.000000 330.000000 469.000000 830.000000 235.000000 403.000000 182.000000 -53.000000
0.518104 135.000000 421.000000 284.000000 -260.000000 -70.000000 335.000000 464.000000 830.000000 235.000000 402.000000 182.000000 -58.000000
0.519104 145.000000 436.000000 290.000000 -277.000000 -72.000000 355.000000 459.000000 835.000000 241.000000 402.000000 182.000000 -58.000000
0.520104 140.000000 421.000000 280.000000 -290.000000 -70.000000 365.000000 454.000000 840.000000 250.000000 407.000000 187.000000 -53.000000
0.521104 140.000000 406.000000 266.000000 -280.000000 -67.000000 352.000000 449.000000 834.000000 250.000000 417.000000 196.000000 -48.000000
0.522104 135.000000 387.000000 251.000000 -272.000000 -60.000000 338.000000 434.000000 813.000000 231.000000 416.000000 196.000000 -47.000000
0.523105 116.000000 362.000000 246.000000 -260.000000 -55.000000 321.000000 434.000000 808.000000 231.000000 396.000000 187.000000 -52.000000
0.524105 106.000000 367.000000 261.000000 -238.000000 -62.000000 306.000000 429.000000 803.000000 221.000000 396.000000 182.000000 -57.000000
0.525105 101.000000 387.000000 285.000000 -236.000000 -75.000000 316.000000 434.000000 803.000000 216.000000 386.000000 172.000000 -62.000000
0.526105 130.000000 393.000000 261.000000 -243.000000 -89.000000 338.000000 438.000000 818.000000 231.000000 386.000000 172.000000 -62.000000
0.527105 160.000000 422.000000 261.000000 -260.000000 -62.000000 328.000000 428.000000 808.000000 226.000000 401.000000 187.000000 -52.000000
0.528106 164.000000 422.000000 256.000000 -290.000000 -48.000000 343.000000 414.000000 807.000000 231.000000 401.000000 187.000000 -52.000000
0.529106 160.000000 402.000000 241.000000 -292.000000 -43.000000 340.000000 409.000000 807.000000 231.000000 406.000000 197.000000 -45.000000
0.530106 150.000000 398.000000 246.000000 -280.000000 -39.000000 323.000000 414.000000 802.000000 231.000000 411.000000 202.000000 -30.000000
0.531106 150.000000 398.000000 246.000000 -272.000000 -46.000000 323.000000 423.000000 817.000000 241.000000 405.000000 193.000000 -40.000000
0.532106 150.000000 383.000000 231.000000 -272.000000 -46.000000 323.000000 443.000000 840.000000 260.000000 410.000000 197.000000 -35.000000
0.533107 135.000000 379.000000 241.000000 -265.000000 -39.000000 308.000000 448.000000 844.000000 260.000000 434.000000 212.000000 -25.000000
0.534107 135.000000 384.000000 246.000000 -255.000000 -51.000000 311.000000 457.000000 854.000000 270.000000 429.000000 207.000000 -35.000000
0.535107 140.000000 394.000000 251.000000 -258.000000 -54.000000 316.000000 453.000000 849.000000 260.000000 439.000000 212.000000 -30.000000
0.536107 164.000000 389.000000 222.000000 -265.000000 -54.000000 323.000000 442.000000 839.000000 255.000000 434.000000 213.000000 -34.000000
0.537107 160.000000 394.000000 231.000000 -275.000000 -27.000000 307.000000 437.000000 835.000000 255.000000 424.000000 203.000000 -44.000000
0.538108 150.000000 360.000000 207.000000 -275.000000 -34.000000 314.000000 442.000000 839.000000 260.000000 419.000000 198.000000 -44.000000
0.539108 135.000000 335.000000 197.000000 -253.000000 -27.000000 285.000000 437.000000 824.000000 245.000000 428.000000 203.000000 -39.000000
0.540108 121.000000 330.000000 207.000000 -233.000000 -29.000000 268.000000 447.000000 834.000000 245.000000 414.000000 194.000000 -49.000000
0.541108 116.000000 325.000000 207.000000 -224.000000 -41.000000 270.000000 447.000000 824.000000 241.000000 413.000000 194.000000 -49.000000
0.542108 116.000000 340.000000 222.000000 -220.000000 -44.000000 268.000000 447.000000 814.000000 231.000000 408.000000 189.000000 -61.000000
0.543109 101.000000 345.000000 242.000000 -227.000000 -51.000000 283.000000 452.000000 823.000000 245.000000 403.000000 179.000000 -66.000000
0.544109 86.000000 330.000000 242.000000 -222.000000 -68.000000 295.000000 442.000000 818.000000 236.000000 418.000000 194.000000 -57.000000
0.545109 96.000000 335.000000 237.000000 -208.000000 -76.000000 289.000000 456.000000 822.000000 241.000000 408.000000 179.000000 -76.000000
0.546109 96.000000 335.000000 237.000000 -215.000000 -68.000000 289.000000 466.000000 822.000000 226.000000 403.000000 174.000000 -76.000000
0.547109 86.000000 291.000000 203.000000 -215.000000 -68.000000 289.000000 461.000000 812.000000 211.000000 383.000000 159.000000 -86.000000
0.548110 86.000000 272.000000 184.000000 -188.000000 -56.000000 249.000000 471.000000 832.000000 231.000000 369.000000 150.000000 -96.000000
0.549110 77.000000 281.000000 203.000000 -178.000000 -46.000000 230.000000 481.000000 832.000000 231.000000 388.000000 164.000000 -85.000000
0.550110 86.000000 291.000000 203.000000 -178.000000 -61.000000 245.000000 481.000000 826.000000 226.000000 388.000000 159.000000 -90.000000
0.551110 96.000000 281.000000 185.000000 -188.000000 -56.000000 249.000000 476.000000 826.000000 221.000000 382.000000 150.000000 -95.000000
0.552110 106.000000 286.000000 180.000000 -188.000000 -41.000000 235.000000 475.000000 821.000000 216.000000 378.000000 145.000000 -109.000000
0.553111 96.000000 292.000000 194.000000 -195.000000 -34.000000 235.000000 475.000000 821.000000 221.000000 373.000000 145.000000 -109.000000
0.554111 96.000000 287.000000 189.000000 -193.000000 -46.000000 245.000000 470.000000 820.000000 216.000000 373.000000 145.000000 -99.000000
0.555111 106.000000 287.000000 180.000000 -190.000000 -44.000000 240.000000 460.000000 810.000000 211.000000 373.000000 150.000000 -99.000000
0.556111 81.000000 263.000000 180.000000 -195.000000 -34.000000 235.000000 460.000000 804.000000 211.000000 368.000000 141.000000 -107.000000
0.557111 77.000000 253.000000 175.000000 -171.000000 -46.000000 223.000000 470.000000 814.000000 216.000000 367.000000 141.000000 -102.000000
0.558112 86.000000 258.000000 170.000000 -164.000000 -46.000000 215.000000 469.000000 809.000000 206.000000 377.000000 151.000000 -93.000000
0.559112 86.000000 263.000000 175.000000 -171.000000 -39.000000 216.000000 469.000000 809.000000 206.000000 367.000000 141.000000 -107.000000
0.560112 96.000000 268.000000 170.000000 -173.000000 -41.000000 221.000000 474.000000 809.000000 206.000000 361.000000 141.000000 -107.000000
0.561112 111.000000 282.000000 170.000000 -181.000000 -34.000000 221.000000 469.000000 808.000000 201.000000 366.000000 141.000000 -107.000000
0.562112 96.000000 282.000000 185.000000 -195.000000 -27.000000 229.000000 474.000000 813.000000 211.000000 356.000000 131.000000 -117.000000
0.563113 81.000000 287.000000 204.000000 -188.000000 -41.000000 236.000000 474.000000 813.000000 216.000000 361.000000 136.000000 -106.000000
0.564113 86.000000 263.000000 175.000000 -183.000000 -59.000000 248.000000 474.000000 813.000000 211.000000 371.000000 146.000000 -101.000000
0.565113 77.000000 248.000000 170.000000 -173.000000 -41.000000 221.000000 474.000000 812.000000 216.000000 366.000000 136.000000 -111.000000
0.566113 77.000000 258.000000 180.000000 -161.000000 -44.000000 211.000000 479.000000 817.000000 213.000000 371.000000 146.000000 -101.000000
0.567113 77.000000 249.000000 170.000000 -166.000000 -49.000000 221.000000 484.000000 811.000000 208.000000 371.000000 141.000000 -111.000000
0.568114 81.000000 264.000000 181.000000 -161.000000 -44.000000 211.000000 478.000000 806.000000 208.000000 366.000000 131.000000 -121.000000
0.569114 96.000000 279.000000 181.000000 -171.000000 -46.000000 224.000000 483.000000 811.000000 208.000000 371.000000 136.000000 -116.000000
0.570114 91.000000 269.000000 176.000000 -186.000000 -39.000000 231.000000 488.000000 816.000000 213.000000 365.000000 132.000000 -114.000000
0.571114 86.000000 269.000000 181.000000 -178.000000 -39.000000 224.000000 473.000000 806.000000 208.000000 370.000000 137.000000 -114.000000
0.572114 77.000000 269.000000 190.000000 -176.000000 -44.000000 226.000000 488.000000 810.000000 213.000000 365.000000 132.000000 -114.000000
0.573115 67.000000 264.000000 195.000000 -171.000000 -54.000000 231.000000 488.000000 815.000000 218.000000 375.000000 137.000000 -109.000000
0.574115 77.000000 250.000000 171.000000 -164.000000 -61.000000 231.000000 483.000000 810.000000 208.000000 375.000000 137.000000 -109.000000
0.575115 72.000000 241.000000 166.000000 -161.000000 -44.000000 211.000000 488.000000 815.000000 208.000000 375.000000 132.000000 -114.000000
0.576115 81.000000 241.000000 156.000000 -154.000000 -44.000000 204.000000 488.000000 814.000000 208.000000 369.000000 127.000000 -119.000000
0.577115 86.000000 265.000000 176.000000 -160.000000 -34.000000 199.000000 488.000000 814.000000 208.000000 369.000000 128.000000 -118.000000
0.578116 96.000000 260.000000 161.000000 -174.000000 -41.000000 221.000000 488.000000 813.000000 208.000000 374.000000 128.000000 -128.000000
0.579116 91.000000 275.000000 181.000000 -177.000000 -29.000000 211.000000 493.000000 818.000000 218.000000 369.000000 128.000000 -123.000000
0.580116 86.000000 260.000000 171.000000 -182.000000 -41.000000 229.000000 493.000000 818.000000 213.000000 377.000000 138.000000 -113.000000
0.581116 77.000000 241.000000 161.000000 -172.000000 -39.000000 217.000000 488.000000 813.000000 213.000000 373.000000 133.000000 -118.000000
0.582116 57.000000 241.000000 181.000000 -157.000000 -39.000000 203.000000 488.000000 818.000000 213.000000 368.000000 128.000000 -118.000000
0.583117 67.000000 241.000000 171.000000 -148.000000 -59.000000 212.000000 493.000000 817.000000 213.000000 373.000000 133.000000 -118.000000
0.584117 81.000000 265.000000 181.000000 -152.000000 -49.000000 208.000000 496.000000 817.000000 213.000000 373.000000 133.000000 -116.000000
0.585117 91.000000 275.000000 181.000000 -172.000000 -46.000000 225.000000 492.000000 817.000000 213.000000 368.000000 128.000000 -121.000000
0.586117 96.000000 275.000000 176.000000 -182.000000 -41.000000 230.000000 487.000000 807.000000 203.000000 368.000000 128.000000 -121.000000
0.587117 96.000000 275.000000 176.000000 -184.000000 -37.000000 227.000000 487.000000 811.000000 213.000000 358.000000 114.000000 -135.000000
0.588118 91.000000 260.000000 166.000000 -184.000000 -37.000000 227.000000 487.000000 811.000000 213.000000 368.000000 128.000000 -126.000000
0.589118 86.000000 255.000000 166.000000 -175.000000 -36.000000 216.000000 482.000000 810.000000 213.000000 372.000000 133.000000 -121.000000
0.590118 77.000000 245.000000 166.000000 -171.000000 -39.000000 213.000000 495.000000 820.000000 218.000000 367.000000 128.000000 -121.000000
0.591118 62.000000 245.000000 181.000000 -161.000000 -43.000000 209.000000 491.000000 815.000000 213.000000 376.000000 138.000000 -110.000000
0.592118 77.000000 255.000000 177.000000 -153.000000 -58.000000 216.000000 491.000000 815.000000 208.000000 372.000000 128.000000 -115.000000
0.593119 91.000000 255.000000 162.000000 -166.000000 -48.000000 218.000000 495.000000 820.000000 213.000000 367.000000 123.000000 -125.000000
0.594119 96.000000 265.000000 167.000000 -173.000000 -34.000000 211.000000 491.000000 814.000000 208.000000 372.000000 128.000000 -125.000000
0.595119 96.000000 276.000000 177.000000 -180.000000 -34.000000 218.000000 491.000000 809.000000 208.000000 367.000000 119.000000 -130.000000
0.596119 91.000000 266.000000 172.000000 -185.000000 -39.000000 228.000000 495.000000 814.000000 213.000000 366.000000 123.000000 -125.000000
0.597119 86.000000 251.000000 162.000000 -178.000000 -39.000000 221.000000 486.000000 809.000000 213.000000 375.000000 133.000000 -120.000000
0.598120 77.000000 242.000000 162.000000 -168.000000 -36.000000 209.000000 495.000000 813.000000 218.000000 371.000000 129.000000 -123.000000
0.599120 77.000000 246.000000 167.000000 -158.000000 -41.000000 204.000000 500.000000 822.000000 218.000000 374.000000 134.000000 -118.000000
0.600120 77.000000 251.000000 173.000000 -161.000000 -43.000000 209.000000 499.000000 817.000000 208.000000 379.000000 139.000000 -113.000000
0.601120 72.000000 261.000000 188.000000 -163.000000 -46.000000 213.000000 494.000000 817.000000 208.000000 370.000000 124.000000 -132.000000
0.602120 86.000000 261.000000 173.000000 -166.000000 -56.000000 226.000000 499.000000 817.000000 213.000000 374.000000 129.000000 -123.000000
0.603121 106.000000 271.000000 163.000000 -173.000000 -41.000000 219.000000 494.000000 817.000000 208.000000 379.000000 129.000000 -118.000000
0.604121 101.000000 276.000000 173.000000 -188.000000 -26.000000 219.000000 494.000000 812.000000 213.000000 370.000000 120.000000 -132.000000
0.605121 91.000000 261.000000 168.000000 -188.000000 -34.000000 227.000000 494.000000 811.000000 218.000000 374.000000 129.000000 -122.000000
0.606121 77.000000 237.000000 158.000000 -175.000000 -36.000000 217.000000 490.000000 811.000000 213.000000 379.000000 129.000000 -122.000000
0.607121 67.000000 242.000000 173.000000 -156.000000 -39.000000 200.000000 494.000000 816.000000 218.000000 374.000000 129.000000 -122.000000
0.608122 77.000000 238.000000 158.000000 -153.000000 -51.000000 210.000000 504.000000 820.000000 213.000000 378.000000 139.000000 -112.000000
0.609122 77.000000 252.000000 173.000000 -156.000000 -39.000000 200.000000 499.000000 815.000000 208.000000 378.000000 134.000000 -122.000000
0.610122 86.000000 277.000000 188.000000 -163.000000 -46.000000 214.000000 499.000000 815.000000 208.000000 373.000000 129.000000 -127.000000
0.611122 97.000000 296.000000 197.000000 -180.000000 -48.000000 234.000000 490.000000 799.000000 199.000000 373.000000 125.000000 -125.000000
0.612122 87.000000 291.000000 202.000000 -196.000000 -48.000000 249.000000 490.000000 789.000000 194.000000 364.000000 121.000000 -129.000000
0.613123 63.000000 306.000000 241.000000 -189.000000 -56.000000 249.000000 490.000000 779.000000 190.000000 364.000000 116.000000 -134.000000
0.614123 58.000000 316.000000 256.000000 -184.000000 -87.000000 275.000000 499.000000 770.000000 180.000000 369.000000 125.000000 -120.000000
0.615123 68.000000 331.000000 261.000000 -186.000000 -97.000000 288.000000 514.000000 765.000000 180.000000 363.000000 125.000000 -120.000000
0.616123 78.000000 370.000000 291.000000 -198.000000 -95.000000 297.000000 508.000000 750.000000 175.000000 372.000000 135.000000 -115.000000
0.617123 87.000000 395.000000 306.000000 -223.000000 -104.000000 332.000000 489.000000 739.000000 185.000000 382.000000 145.000000 -110.000000
0.618124 102.000000 439.000000 335.000000 -240.000000 -107.000000 351.000000 454.000000 730.000000 209.000000 415.000000 185.000000 -70.000000
0.619124 126.000000 458.000000 330.000000 -269.000000 -114.000000 388.000000 445.000000 735.000000 229.000000 464.000000 234.000000 -36.000000
0.620124 136.000000 468.000000 330.000000 -291.000000 -100.000000 395.000000 449.000000 768.000000 278.000000 493.000000 258.000000 -16.000000
0.621124 156.000000 512.000000 355.000000 -301.000000 -95.000000 400.000000 445.000000 826.000000 346.000000 542.000000 302.000000 7.000000
0.622124 185.000000 488.000000 301.000000 -333.000000 -97.000000 434.000000 434.000000 869.000000 414.000000 615.000000 361.000000 51.000000
0.623125 200.000000 429.000000 228.000000 -335.000000 -56.000000 395.000000 405.000000 923.000000 507.000000 679.000000 409.000000 80.000000
0.624125 239.000000 356.000000 117.000000 -313.000000 -12.000000 329.000000 400.000000 1006.000000 619.000000 776.000000 478.000000 129.000000
0.625125 287.000000 248.000000 -39.000000 -296.000000 62.000000 237.000000 419.000000 1152.000000 766.000000 859.000000 517.000000 146.000000
0.626125 312.000000 122.000000 -189.000000 -268.000000 163.000000 104.000000 444.000000 1338.000000 951.000000 947.000000 531.000000 126.000000
0.627125 346.000000 68.000000 -276.000000 -217.000000 251.000000 -32.000000 453.000000 1450.000000 1044.000000 1064.000000 570.000000 122.000000
0.628126 370.000000 24.000000 -345.000000 -207.000000 312.000000 -103.000000 453.000000 1522.000000 1102.000000 1093.000000 551.000000 87.000000
0.629126 351.000000 -29.000000 -380.000000 -197.000000 358.000000 -159.000000 434.000000 1537.000000 1107.000000 1102.000000 527.000000 68.000000
0.630126 326.000000 -73.000000 -400.000000 -161.000000 366.000000 -204.000000 375.000000 1395.000000 961.000000 1078.000000 502.000000 58.000000
0.631126 312.000000 -131.000000 -444.000000 -126.000000 363.000000 -236.000000 322.000000 1170.000000 766.000000 941.000000 400.000000 0.000000
0.632126 326.000000 -180.000000 -507.000000 -90.000000 378.000000 -287.000000 252.000000 935.000000 575.000000 775.000000 302.000000 -47.000000
0.633127 322.000000 -224.000000 -546.000000 -73.000000 417.000000 -343.000000 194.000000 759.000000 419.000000 634.000000 214.000000 -91.000000
0.634127 322.000000 -253.000000 -575.000000 -48.000000 434.000000 -384.000000 150.000000 661.000000 317.000000 506.000000 136.000000 -145.000000
0.635127 287.000000 -283.000000 -570.000000 -34.000000 448.000000 -413.000000 135.000000 583.000000 214.000000 433.000000 102.000000 -150.000000
0.636127 258.000000 -330.000000 -590.000000 -2.000000 429.000000 -426.000000 135.000000 471.000000 92.000000 340.000000 39.000000 -189.000000
0.637127 224.000000 -355.000000 -580.000000 35.000000 423.000000 -461.000000 150.000000 339.000000 -43.000000 232.000000 -24.000000 -233.000000
0.638128 165.000000 -369.000000 -536.000000 64.000000 401.000000 -468.000000 169.000000 188.000000 -200.000000 124.000000 -87.000000 -272.000000
0.639128 131.000000 -360.000000 -492.000000 101.000000 350.000000 -454.000000 208.000000 60.000000 -351.000000 -2.000000 -169.000000 -319.000000
0.640128 92.000000 -384.000000 -477.000000 113.000000 311.000000 -427.000000 335.000000 40.000000 -429.000000 -114.000000 -243.000000 -372.000000
0.641128 53.000000 -389.000000 -443.000000 145.000000 284.000000 -432.000000 394.000000 -17.000000 -527.000000 -192.000000 -301.000000 -421.000000
0.642128 19.000000 -379.000000 -399.000000 167.000000 247.000000 -417.000000 452.000000 -82.000000 -610.000000 -280.000000 -369.000000 -470.000000
0.643129 0.000000 -379.000000 -379.000000 179.000000 208.000000 -390.000000 550.000000 -82.000000 -649.000000 -353.000000 -423.000000 -509.000000
0.644129 -34.000000 -355.000000 -319.000000 189.000000 189.000000 -380.000000 643.000000 -73.000000 -678.000000 -402.000000 -467.000000 -548.000000
0.645129 -68.000000 -321.000000 -251.000000 193.000000 141.000000 -339.000000 721.000000 -48.000000 -673.000000 -441.000000 -511.000000 -587.000000
0.646129 -107.000000 -286.000000 -178.000000 193.000000 90.000000 -288.000000 799.000000 -9.000000 -653.000000 -450.000000 -526.000000 -606.000000
0.647129 -146.000000 -272.000000 -125.000000 195.000000 33.000000 -233.000000 906.000000 38.000000 -629.000000 -442.000000 -535.000000 -620.000000
0.648130 -161.000000 -243.000000 -80.000000 207.000000 -11.000000 -199.000000 988.000000 68.000000 -605.000000 -432.000000 -550.000000 -645.000000
0.649130 -165.000000 -203.000000 -37.000000 200.000000 -41.000000 -162.000000 1013.000000 77.000000 -595.000000 -412.000000 -535.000000 -635.000000
0.650130 -185.000000 -139.000000 45.000000 183.000000 -65.000000 -121.000000 949.000000 72.000000 -585.000000 -393.000000 -521.000000 -625.000000
0.651130 -190.000000 -95.000000 94.000000 162.000000 -115.000000 -46.000000 876.000000 67.000000 -561.000000 -373.000000 -501.000000 -610.000000
0.652130 -190.000000 -41.000000 147.000000 142.000000 -142.000000 0.000000 852.000000 76.000000 -536.000000 -334.000000 -462.000000 -576.000000
0.653131 -185.000000 11.000000 197.000000 116.000000 -169.000000 52.000000 842.000000 90.000000 -512.000000 -301.000000 -432.000000 -555.000000
0.654131 -185.000000 65.000000 250.000000 86.000000 -191.000000 104.000000 777.000000 90.000000 -488.000000 -272.000000 -407.000000 -525.000000
0.655131 -195.000000 89.000000 285.000000 60.000000 -218.000000 158.000000 699.000000 89.000000 -468.000000 -238.000000 -368.000000 -491.000000
0.656131 -195.000000 99.000000 294.000000 52.000000 -240.000000 187.000000 646.000000 118.000000 -429.000000 -213.000000 -344.000000 -472.000000
0.657131 -170.000000 85.000000 255.000000 47.000000 -245.000000 197.000000 611.000000 153.000000 -385.000000 -166.000000 -300.000000 -438.000000
0.658132 -150.000000 105.000000 255.000000 42.000000 -213.000000 170.000000 553.000000 182.000000 -351.000000 -117.000000 -256.000000 -403.000000
0.659132 -121.000000 129.000000 250.000000 22.000000 -203.000000 180.000000 445.000000 211.000000 -312.000000 -83.000000 -232.000000 -389.000000
0.660132 -72.000000 149.000000 221.000000 -3.000000 -185.000000 191.000000 348.000000 226.000000 -285.000000 -39.000000 -192.000000 -349.000000
0.661132 -38.000000 164.000000 202.000000 -37.000000 -146.000000 186.000000 289.000000 249.000000 -256.000000 -14.000000 -172.000000 -339.000000
0.662132 -8.000000 178.000000 187.000000 -61.000000 -119.000000 183.000000 236.000000 293.000000 -207.000000 9.000000 -153.000000 -319.000000
0.663133 1.000000 193.000000 191.000000 -83.000000 -97.000000 183.000000 187.000000 317.000000 -183.000000 58.000000 -109.000000 -280.000000
0.664133 1.000000 178.000000 176.000000 -95.000000 -93.000000 193.000000 161.000000 347.000000 -154.000000 82.000000 -84.000000 -261.000000
0.665133 20.000000 188.000000 167.000000 -88.000000 -86.000000 178.000000 186.000000 409.000000 -100.000000 107.000000 -65.000000 -246.000000
0.666133 30.000000 217.000000 187.000000 -103.000000 -71.000000 178.000000 225.000000 462.000000 -61.000000 150.000000 -31.000000 -217.000000
0.667133 40.000000 242.000000 201.000000 -122.000000 -76.000000 203.000000 264.000000 516.000000 -22.000000 179.000000 -6.000000 -205.000000
0.668134 83.000000 281.000000 196.000000 -139.000000 -79.000000 222.000000 313.000000 579.000000 21.000000 213.000000 12.000000 -186.000000
0.669134 98.000000 315.000000 216.000000 -181.000000 -54.000000 240.000000 366.000000 638.000000 70.000000 252.000000 37.000000 -171.000000
0.670134 108.000000 325.000000 216.000000 -205.000000 -57.000000 267.000000 415.000000 696.000000 119.000000 286.000000 61.000000 -156.000000
0.671134 103.000000 320.000000 216.000000 -215.000000 -52.000000 272.000000 440.000000 735.000000 153.000000 335.000000 105.000000 -113.000000
0.672134 93.000000 310.000000 216.000000 -210.000000 -54.000000 270.000000 449.000000 749.000000 167.000000 360.000000 120.000000 -108.000000
